,log2FoldChange,pvalue,padj
ENSMUSG00000022940,-0.20742622891479373,0.12462469083851892,0.2429087996283163
ENSMUSG00000022941,0.31836219520687165,0.24100688289335354,0.3962968880141444
ENSMUSG00000022945,0.5860204274679559,0.15743307832025594,0.28932380623573756
ENSMUSG00000022946,0.3868700751818902,4.0251508789820714e-15,6.296282109483709e-14
ENSMUSG00000022947,0.10920383110006454,0.8546258999966925,0.9157172093864206
ENSMUSG00000022948,0.20470922727656102,0.10343307918204331,0.21064547018751703
ENSMUSG00000022951,-0.09480838790878907,0.0904095839472304,0.1906355594866553
ENSMUSG00000022952,0.7676639067830823,0.03067242432828928,0.08166090001801314
ENSMUSG00000022956,-0.07792109038032596,0.030348304860157875,0.0809795158548181
ENSMUSG00000022957,-0.19734267276937062,0.0011928388560460588,0.0052624778731551695
ENSMUSG00000022960,0.3465604133095808,0.10300519215489579,0.21007888529450938
ENSMUSG00000022961,-0.1739053112547526,3.574572785017816e-15,5.602825302323864e-14
ENSMUSG00000022962,-0.0627387970157716,0.33132155447911227,0.4953534326797177
ENSMUSG00000022964,-0.04874646106448078,0.7083271313140103,0.8187977373732409
ENSMUSG00000022965,-0.2630817396296779,0.0010516004677850886,0.004691031384609646
ENSMUSG00000022967,-0.12846916188292803,0.022343822823948933,0.06292708511108128
ENSMUSG00000022969,-0.23033924049289167,0.05752856184538591,0.13436966207729395
ENSMUSG00000022971,-0.3338518221342401,3.5158766535554706e-10,4.003069296035613e-09
ENSMUSG00000022972,-0.029313756127549245,0.8232970911969646,0.8954479599147542
ENSMUSG00000022973,-0.12235160942850071,0.14295360358943662,0.2692851007585788
ENSMUSG00000022974,-0.24824535464334024,0.00048645866566006087,0.002347011043476775
ENSMUSG00000022978,0.21774964072017658,0.4589968275611671,0.6192827073946394
ENSMUSG00000022982,-0.052831948288255895,0.0016524917339754814,0.006947935697398545
ENSMUSG00000022983,-0.2887608290802511,0.00012561379672630727,0.0006943614062504325
ENSMUSG00000022987,-0.08849763597227976,0.913126644651832,0.9508810378240682
ENSMUSG00000022992,-0.4517228894001996,2.0449985359906443e-08,2.0046179299783845e-07
ENSMUSG00000022994,0.12367087740698549,0.04218396794251412,0.10523158524228073
ENSMUSG00000022995,0.8706777614078229,0.2863208691162159,0.4467166140868853
ENSMUSG00000022999,-0.35489774615987896,0.0009965724913870455,0.004468948556587529
ENSMUSG00000023004,-0.02554176226876699,0.5242846399548511,0.6747930203363692
ENSMUSG00000023007,-0.12309916499314612,0.23547672507616277,0.389467802026727
ENSMUSG00000023008,0.12717268880550156,0.4840678262246756,0.6414490746788057
ENSMUSG00000023009,0.34315899930767246,0.4342881854217884,0.5956271915010208
ENSMUSG00000023010,-0.17875097747817043,2.1979367671483737e-62,1.0671052122013755e-60
ENSMUSG00000023015,1.6682671168566745,0.00015389242833752437,0.0008360116823022655
ENSMUSG00000023017,-0.24349164153078107,0.49053990224105315,0.64686012644156
ENSMUSG00000023018,-0.13524665030464048,0.41534384408893854,0.5784838618754283
ENSMUSG00000023019,0.14382882308174852,4.022032856009614e-15,6.296282109483709e-14
ENSMUSG00000023020,0.0360312670449792,0.7200780153484809,0.8268712888780362
ENSMUSG00000023021,-0.09711651395673213,0.6704893308554207,0.792261195398503
ENSMUSG00000023022,0.022891116618158156,0.6211877887359283,0.7535568688845758
ENSMUSG00000023025,-0.15350831692856862,9.889020672013833e-05,0.0005582325051379217
ENSMUSG00000023026,-0.23811711481041858,0.02818906293104336,0.07593979106480168
ENSMUSG00000023027,0.025318708348523164,0.7250362083387122,0.830341519215294
ENSMUSG00000023030,-0.26555633731960804,1.143847893482036e-05,7.70164309963766e-05
ENSMUSG00000023031,0.4352760969063695,2.8891616750751096e-06,2.1674328037650445e-05
ENSMUSG00000023032,-0.20255778462108479,0.5392383999460642,0.6872326590514396
ENSMUSG00000023033,1.393040664776733,0.017131484879320376,0.05083978528657129
ENSMUSG00000023034,-1.1022998019614207,4.0856387571374415e-06,2.9711811950751277e-05
ENSMUSG00000023036,0.13379296691717116,0.1686780055761936,0.3042668218355945
ENSMUSG00000023039,1.1490598337047284,0.013688014966076197,0.04219833527580878
ENSMUSG00000023043,-0.3622202254248609,3.0098796672409733e-26,7.495085835892481e-25
ENSMUSG00000023044,-0.9766581790840827,0.0,0.0
ENSMUSG00000023045,-0.4942444201203406,2.691005178635771e-13,3.846891569718303e-12
ENSMUSG00000023046,1.6835995107076245,7.570693087174493e-06,5.2343900838731305e-05
ENSMUSG00000023048,0.002272238781615163,0.9735584549513262,0.9849137662010042
ENSMUSG00000023050,0.5400366521050749,0.12431788423658705,0.2424026035272376
ENSMUSG00000023051,0.051257129522540155,0.6300937896424352,0.7607689397046532
ENSMUSG00000023052,-1.0856182327377897,0.06781868274911687,0.15260933434828966
ENSMUSG00000023055,-0.1897314975977091,0.005754129670467311,0.020403768484691047
ENSMUSG00000023057,0.7896007037702757,5.231446425882304e-57,2.396685500569641e-55
ENSMUSG00000023066,0.6398402815212462,0.018117231151041767,0.0531872849859163
ENSMUSG00000023067,-0.7313671790278066,1.3877564355029337e-08,1.3849755402540267e-07
ENSMUSG00000023068,-0.06201179014312501,0.2012892144047881,0.3455692406533441
ENSMUSG00000023070,0.06283784435434368,2.0112113084706032e-08,1.9740045385554762e-07
